,Image,Detections,Confidence %,TP,FP,Acc TP,Acc FP,Precision,Recall
322,Image 791,simha sattal,99.99996423721313,1,0,307,0,1.0,0.08279395900755124
323,Image 917,bhaktapur tower,99.99996423721313,0,0,307,0,1.0,0.08279395900755124
324,Image 141,bhairavnath temple,99.99996423721313,1,0,308,0,1.0,0.08306364617044229
325,Image 1086,degu tale temple_KDS,99.99996423721313,1,0,309,0,1.0,0.08333333333333333
326,Image 569,hanuman idol,99.99996423721313,1,0,310,0,1.0,0.08360302049622438
327,Image 561,chasin dega,99.99996423721313,1,0,311,0,1.0,0.08387270765911542
328,Image 970,kasthamandap,99.99996423721313,1,0,312,0,1.0,0.08414239482200647
329,Image 974,kasthamandap,99.99996423721313,1,0,313,0,1.0,0.08441208198489752
330,Image 932,lalitpur tower,99.99996423721313,1,0,314,0,1.0,0.08468176914778856
331,Image 555,shveta bhairava,99.99996423721313,1,0,315,0,1.0,0.08495145631067962
332,Image 587,hanuman idol,99.99996423721313,1,0,316,0,1.0,0.08522114347357065
333,Image 1136,trailokya mohan,99.99996423721313,1,0,317,0,1.0,0.0854908306364617
334,Image 1134,degu tale temple_KDS,99.99996423721313,1,0,318,0,1.0,0.08576051779935275
335,Image 937,bhaktapur tower,99.99996423721313,1,0,319,0,1.0,0.0860302049622438
336,Image 26,kumari ghar,99.99996423721313,1,0,320,0,1.0,0.08629989212513485
337,Image 1078,bhuvana lakshmeshvara,99.99996423721313,1,0,321,0,1.0,0.08656957928802589
338,Image 513,taleju bell_KDS,99.99996423721313,1,0,322,0,1.0,0.08683926645091694
339,Image 1084,indrapura,99.99996423721313,1,0,323,0,1.0,0.08710895361380798
340,Image 1086,narayan temple,99.99996423721313,1,0,324,0,1.0,0.08737864077669903
341,Image 325,gopinath krishna temple,99.99996423721313,0,1,324,1,0.9969230769230769,0.08737864077669903
342,Image 943,lalitpur tower,99.99996423721313,1,0,325,1,0.9969325153374233,0.08764832793959007
343,Image 166,basantapur tower,99.99996423721313,1,0,326,1,0.9969418960244648,0.08791801510248112
344,Image 1600,kirtipur tower,99.99996423721313,1,0,327,1,0.9969512195121951,0.08818770226537216
345,Image 498,bhagavati temple,99.99996423721313,1,0,328,1,0.9969604863221885,0.08845738942826321
346,Image 1540,bhuvana lakshmeshvara,99.99996423721313,0,0,328,1,0.9969604863221885,0.08845738942826321
347,Image 1940,nyatapola temple,99.99996423721313,1,0,329,1,0.996969696969697,0.08872707659115427
348,Image 851,hanuman idol,99.99995231628418,1,0,330,1,0.9969788519637462,0.0889967637540453
349,Image 1582,chasin dega,99.99995231628418,1,0,331,1,0.9969879518072289,0.08926645091693636
350,Image 20,gaddi durbar,99.99995231628418,1,0,332,1,0.996996996996997,0.0895361380798274
351,Image 17,bhuvana lakshmeshvara,99.99995231628418,1,0,333,1,0.9970059880239521,0.08980582524271845
352,Image 424,shiva temple,99.99995231628418,1,0,334,1,0.9970149253731343,0.09007551240560949
353,Image 1815,nyatapola temple,99.99995231628418,1,0,335,1,0.9970238095238095,0.09034519956850054
354,Image 1014,trailokya mohan,99.99995231628418,1,0,336,1,0.9970326409495549,0.09061488673139159
355,Image 747,gaddi durbar,99.99995231628418,1,0,337,1,0.9970414201183432,0.09088457389428263
356,Image 12,lalitpur tower,99.99995231628418,1,0,338,1,0.9970501474926253,0.09115426105717368
357,Image 1208,gopinath krishna temple,99.99995231628418,1,0,339,1,0.9970588235294118,0.09142394822006472
358,Image 1018,gaddi durbar,99.99995231628418,1,0,340,1,0.9970674486803519,0.09169363538295577
359,Image 1591,jagannatha temple,99.99995231628418,1,0,341,1,0.9970760233918129,0.09196332254584681
360,Image 468,kavindrapura sattal,99.99995231628418,1,0,342,1,0.9970845481049563,0.09223300970873786
361,Image 822,chasin dega,99.99995231628418,1,0,343,1,0.997093023255814,0.09250269687162892
362,Image 526,chasin dega,99.99995231628418,1,0,344,1,0.9971014492753624,0.09277238403451996
363,Image 471,kavindrapura sattal,99.99995231628418,1,0,345,1,0.9971098265895953,0.09304207119741101
364,Image 1118,taleju temple,99.99995231628418,1,0,346,1,0.9971181556195965,0.09331175836030205
365,Image 553,shveta bhairava,99.99995231628418,1,0,347,1,0.9971264367816092,0.0935814455231931
366,Image 702,jagannatha temple,99.99995231628418,0,0,347,1,0.9971264367816092,0.0935814455231931
367,Image 1043,jagannatha temple,99.99995231628418,1,0,348,1,0.997134670487106,0.09385113268608414
368,Image 25,kala-bhairava,99.99995231628418,1,0,349,1,0.9971428571428571,0.09412081984897519
369,Image 978,kasthamandap,99.99995231628418,1,0,350,1,0.9971509971509972,0.09439050701186623
370,Image 651,bhimeleshvara,99.99995231628418,1,0,351,1,0.9971590909090909,0.09466019417475728
371,Image 2025,taleju bell_KDS,99.99995231628418,1,0,352,1,0.9971671388101983,0.09492988133764833
372,Image 1647,bhaktapur tower,99.99995231628418,1,0,353,1,0.9971751412429378,0.09519956850053937
373,Image 1627,kirtipur tower,99.99995231628418,1,0,354,1,0.9971830985915493,0.09546925566343042
374,Image 2047,shveta bhairava,99.99995231628418,1,0,355,1,0.9971910112359551,0.09573894282632146
375,Image 1065,bhuvana lakshmeshvara,99.99995231628418,1,0,356,1,0.9971988795518207,0.09600862998921252
376,Image 929,bhaktapur tower,99.99995231628418,1,0,357,1,0.9972067039106145,0.09627831715210355
377,Image 1477,kala-bhairava,99.99995231628418,1,0,358,1,0.9972144846796658,0.0965480043149946
378,Image 592,narayan temple,99.99995231628418,1,0,359,1,0.9972222222222222,0.09681769147788566
379,Image 1623,kirtipur tower,99.99995231628418,1,0,360,1,0.997229916897507,0.0970873786407767
380,Image 1163,gopinath krishna temple,99.99995231628418,1,0,361,1,0.9972375690607734,0.09735706580366775
381,Image 346,lalitpur tower,99.99995231628418,1,0,362,1,0.9972451790633609,0.09762675296655879
382,Image 2046,shveta bhairava,99.99994039535522,1,0,363,1,0.9972527472527473,0.09789644012944984
383,Image 641,kumari ghar,99.99994039535522,1,0,364,1,0.9972602739726028,0.09816612729234088
384,Image 1077,indrapura,99.99994039535522,1,0,365,1,0.9972677595628415,0.09843581445523193
385,Image 683,garud,99.99994039535522,1,0,366,1,0.997275204359673,0.09870550161812297
386,Image 1495,jagannatha temple,99.99994039535522,0,1,366,2,0.9945652173913043,0.09870550161812297
387,Image 1642,bhaktapur tower,99.99994039535522,1,0,367,2,0.994579945799458,0.09897518878101402
388,Image 1814,nyatapola temple,99.99994039535522,1,0,368,2,0.9945945945945946,0.09924487594390508
389,Image 798,taleju bell_KDS,99.99994039535522,1,0,369,2,0.9946091644204852,0.09951456310679611
390,Image 1166,national gallery,99.99994039535522,1,0,370,2,0.9946236559139785,0.09978425026968717
391,Image 21,gaddi durbar,99.99994039535522,1,0,371,2,0.9946380697050938,0.1000539374325782
392,Image 405,garud,99.99994039535522,1,0,372,2,0.9946524064171123,0.10032362459546926
393,Image 29,indrapura,99.99994039535522,1,0,373,2,0.9946666666666667,0.1005933117583603
394,Image 76,vishnu temple,99.99994039535522,0,0,373,2,0.9946666666666667,0.1005933117583603
395,Image 1023,gaddi durbar,99.99994039535522,1,0,374,2,0.9946808510638298,0.10086299892125135
396,Image 586,hanuman idol,99.99994039535522,1,0,375,2,0.9946949602122016,0.1011326860841424
397,Image 380,bhimeleshvara,99.99994039535522,1,0,376,2,0.9947089947089947,0.10140237324703344
398,Image 714,shiva temple,99.99994039535522,1,0,377,2,0.9947229551451188,0.10167206040992449
399,Image 45,panchamukhi hanuman,99.99994039535522,0,0,377,2,0.9947229551451188,0.10167206040992449
400,Image 83,jagannatha temple,99.99994039535522,1,0,378,2,0.9947368421052631,0.10194174757281553
401,Image 524,chasin dega,99.99994039535522,1,0,379,2,0.994750656167979,0.10221143473570658
402,Image 582,hanuman idol,99.99994039535522,1,0,380,2,0.9947643979057592,0.10248112189859762
403,Image 1606,kirtipur tower,99.99994039535522,0,0,380,2,0.9947643979057592,0.10248112189859762
404,Image 1115,taleju temple,99.99994039535522,1,0,381,2,0.9947780678851175,0.10275080906148867
405,Image 667,kasthamandap,99.99994039535522,1,0,382,2,0.9947916666666666,0.10302049622437973
406,Image 539,chasin dega,99.99994039535522,1,0,383,2,0.9948051948051948,0.10329018338727076
407,Image 1063,jagannatha temple,99.99994039535522,1,0,384,2,0.9948186528497409,0.10355987055016182
408,Image 348,basantapur tower,99.99994039535522,1,0,385,2,0.9948320413436692,0.10382955771305286
409,Image 552,shveta bhairava,99.99994039535522,1,0,386,2,0.9948453608247423,0.10409924487594391
410,Image 360,bhimeleshvara,99.99994039535522,1,0,387,2,0.9948586118251928,0.10436893203883495
411,Image 1129,narayan temple,99.99994039535522,1,0,388,2,0.9948717948717949,0.104638619201726
412,Image 1896,golden gate,99.99994039535522,1,0,389,2,0.9948849104859335,0.10490830636461704
413,Image 427,simha sattal,99.99994039535522,1,0,390,2,0.9948979591836735,0.10517799352750809
414,Image 1838,fasidega temple,99.99994039535522,1,0,391,2,0.9949109414758269,0.10544768069039914
415,Image 931,lalitpur tower,99.99994039535522,1,0,392,2,0.9949238578680203,0.10571736785329018
416,Image 1957,bhupatindra malla column,99.99994039535522,1,0,393,2,0.9949367088607595,0.10598705501618123
417,Image 1221,kedamatha tirtha,99.99994039535522,1,0,394,2,0.9949494949494949,0.10625674217907227
418,Image 925,lalitpur tower,99.99994039535522,1,0,395,2,0.9949622166246851,0.10652642934196332
419,Image 936,bhaktapur tower,99.99994039535522,1,0,396,2,0.9949748743718593,0.10679611650485436
420,Image 1266,chayasilin mandap,99.99994039535522,1,0,397,2,0.9949874686716792,0.10706580366774542
421,Image 987,kavindrapura sattal,99.99994039535522,1,0,398,2,0.995,0.10733549083063647
422,Image 168,nyatapola temple,99.99992847442627,1,0,399,2,0.9950124688279302,0.1076051779935275
423,Image 110,jagannatha temple,99.99992847442627,1,0,400,2,0.9950248756218906,0.10787486515641856
424,Image 1195,gopinath krishna temple,99.99992847442627,1,0,401,2,0.9950372208436724,0.1081445523193096
425,Image 1591,kala-bhairava,99.99992847442627,1,0,402,2,0.995049504950495,0.10841423948220065
426,Image 977,kasthamandap,99.99992847442627,1,0,403,2,0.9950617283950617,0.10868392664509169
427,Image 1556,trailokya mohan,99.99992847442627,1,0,404,2,0.9950738916256158,0.10895361380798274
428,Image 1219,gopinath krishna temple,99.99992847442627,1,0,405,2,0.995085995085995,0.10922330097087378
429,Image 1562,garud,99.99992847442627,1,0,406,2,0.9950980392156863,0.10949298813376483
430,Image 1560,garud,99.99992847442627,1,0,407,2,0.9951100244498777,0.10976267529665588
431,Image 969,simha sattal,99.99992847442627,1,0,408,2,0.9951219512195122,0.11003236245954692
432,Image 472,kavindrapura sattal,99.99992847442627,1,0,409,2,0.9951338199513382,0.11030204962243798
433,Image 1618,kirtipur tower,99.99992847442627,1,0,410,2,0.9951456310679612,0.11057173678532901
434,Image 1418,lalitpur tower,99.99992847442627,0,0,410,2,0.9951456310679612,0.11057173678532901
435,Image 361,garud,99.99992847442627,1,0,411,2,0.9951573849878934,0.11084142394822007
436,Image 360,trailokya mohan,99.99992847442627,1,0,412,2,0.9951690821256038,0.1111111111111111
437,Image 1073,indrapura,99.99992847442627,1,0,413,2,0.9951807228915662,0.11138079827400216
438,Image 849,hanuman idol,99.99992847442627,1,0,414,2,0.9951923076923077,0.11165048543689321
439,Image 359,trailokya mohan,99.99992847442627,1,0,415,2,0.9952038369304557,0.11192017259978425
440,Image 1124,jagannatha temple,99.99992847442627,1,0,416,2,0.9952153110047847,0.1121898597626753
441,Image 352,basantapur tower,99.99992847442627,1,0,417,2,0.9952267303102625,0.11245954692556634
442,Image 585,hanuman idol,99.99992847442627,0,0,417,2,0.9952267303102625,0.11245954692556634
443,Image 721,shveta bhairava,99.99992847442627,1,0,418,2,0.9952380952380953,0.11272923408845739
444,Image 1635,basantapur tower,99.99992847442627,1,0,419,2,0.995249406175772,0.11299892125134843
445,Image 1884,shiva temple,99.99992847442627,0,1,419,3,0.9928909952606635,0.11299892125134843
446,Image 1108,panchamukhi hanuman,99.99992847442627,1,0,420,3,0.9929078014184397,0.11326860841423948
447,Image 1805,bhairavnath temple,99.99992847442627,1,0,421,3,0.9929245283018868,0.11353829557713054
448,Image 518,taleju bell_KDS,99.99992847442627,1,0,422,3,0.9929411764705882,0.11380798274002157
449,Image 1269,gopinath krishna temple,99.99992847442627,0,1,422,4,0.9906103286384976,0.11380798274002157
450,Image 778,kavindrapura sattal,99.99992847442627,1,0,423,4,0.990632318501171,0.11407766990291263
451,Image 652,trailokya mohan,99.99992847442627,1,0,424,4,0.9906542056074766,0.11434735706580366
452,Image 957,garud,99.99992847442627,1,0,425,4,0.9906759906759907,0.11461704422869472
453,Image 384,trailokya mohan,99.99992847442627,1,0,426,4,0.9906976744186047,0.11488673139158576
454,Image 1129,degu tale temple_KDS,99.99992847442627,1,0,427,4,0.9907192575406032,0.11515641855447681
455,Image 1452,basantapur tower,99.99992847442627,1,0,428,4,0.9907407407407407,0.11542610571736785
456,Image 1140,trailokya mohan,99.99992847442627,1,0,429,4,0.9907621247113164,0.1156957928802589
457,Image 1057,shveta bhairava,99.99992847442627,1,0,430,4,0.9907834101382489,0.11596548004314995
458,Image 1278,taleju bell_BDS,99.99992847442627,0,0,430,4,0.9907834101382489,0.11596548004314995
459,Image 408,kasthamandap,99.99992847442627,1,0,431,4,0.9908045977011494,0.11623516720604099
460,Image 1993,bhuvana lakshmeshvara,99.99992847442627,1,0,432,4,0.9908256880733946,0.11650485436893204
461,Image 1089,narayan temple,99.99992847442627,1,0,433,4,0.9908466819221968,0.11677454153182308
462,Image 1378,palace of the 55 windows,99.99992847442627,1,0,434,4,0.9908675799086758,0.11704422869471413
463,Image 663,garud,99.99991655349731,1,0,435,4,0.9908883826879271,0.11731391585760517
464,Image 333,golden gate,99.99991655349731,1,0,436,4,0.990909090909091,0.11758360302049622
465,Image 664,garud,99.99991655349731,1,0,437,4,0.9909297052154195,0.11785329018338728
466,Image 1550,trailokya mohan,99.99991655349731,1,0,438,4,0.9909502262443439,0.11812297734627832
467,Image 859,hanuman idol,99.99991655349731,1,0,439,4,0.9909706546275395,0.11839266450916937
468,Image 1854,vastala temple,99.99991655349731,1,0,440,4,0.990990990990991,0.1186623516720604
469,Image 705,simha sattal,99.99991655349731,1,0,441,4,0.9910112359550561,0.11893203883495146
470,Image 175,mahadev temple,99.99991655349731,1,0,442,4,0.9910313901345291,0.1192017259978425
471,Image 36,kala-bhairava,99.99991655349731,1,0,443,4,0.9910514541387024,0.11947141316073355
472,Image 174,gopinath krishna temple,99.99991655349731,1,0,444,4,0.9910714285714286,0.11974110032362459
473,Image 1647,kirtipur tower,99.99991655349731,1,0,445,4,0.9910913140311804,0.12001078748651564
474,Image 168,bhairavnath temple,99.99991655349731,1,0,446,4,0.9911111111111112,0.1202804746494067
475,Image 1067,bhuvana lakshmeshvara,99.99991655349731,1,0,447,4,0.991130820399113,0.12055016181229773
476,Image 1506,basantapur tower,99.99991655349731,1,0,448,4,0.9911504424778761,0.12081984897518878
477,Image 1266,siddhi lakshmi temple,99.99991655349731,1,0,449,4,0.9911699779249448,0.12108953613807982
478,Image 693,taleju bell_KDS,99.99991655349731,1,0,450,4,0.9911894273127754,0.12135922330097088
479,Image 1261,chayasilin mandap,99.99991655349731,1,0,451,4,0.9912087912087912,0.12162891046386191
480,Image 1161,gopinath krishna temple,99.99991655349731,0,0,451,4,0.9912087912087912,0.12162891046386191
481,Image 850,hanuman idol,99.99991655349731,1,0,452,4,0.9912280701754386,0.12189859762675297
482,Image 712,shiva temple,99.99991655349731,1,0,453,4,0.9912472647702407,0.12216828478964402
483,Image 368,bhimeleshvara,99.99991655349731,1,0,454,4,0.9912663755458515,0.12243797195253506
484,Image 1365,chayasilin mandap,99.99991655349731,1,0,455,4,0.9912854030501089,0.12270765911542611
485,Image 1375,palace of the 55 windows,99.99991655349731,1,0,456,4,0.991304347826087,0.12297734627831715
486,Image 953,gaddi durbar,99.99991655349731,1,0,457,4,0.9913232104121475,0.1232470334412082
487,Image 1234,badrinath temple,99.99991655349731,1,0,458,4,0.9913419913419913,0.12351672060409924
488,Image 1111,panchamukhi hanuman,99.99991655349731,0,0,458,4,0.9913419913419913,0.12351672060409924
489,Image 381,trailokya mohan,99.99991655349731,1,0,459,4,0.9913606911447084,0.12378640776699029
490,Image 1796,dattatreya temple,99.99991655349731,1,0,460,4,0.9913793103448276,0.12405609492988134
491,Image 1986,narayan temple,99.99991655349731,1,0,461,4,0.9913978494623656,0.12432578209277238
492,Image 1140,kumari ghar,99.99991655349731,1,0,462,4,0.9914163090128756,0.12459546925566344
493,Image 1197,kedamatha tirtha,99.99991655349731,1,0,463,4,0.9914346895074947,0.12486515641855447
494,Image 422,simha sattal,99.99991655349731,1,0,464,4,0.9914529914529915,0.12513484358144553
495,Image 672,gaddi durbar,99.99991655349731,1,0,465,4,0.9914712153518124,0.12540453074433658
496,Image 85,jagannatha temple,99.99991655349731,1,0,466,4,0.9914893617021276,0.1256742179072276
497,Image 344,lalitpur tower,99.99991655349731,1,0,467,4,0.9915074309978769,0.12594390507011866
498,Image 738,chasin dega,99.99991655349731,1,0,468,4,0.9915254237288136,0.1262135922330097
499,Image 1406,kumari ghar,99.99991655349731,1,0,469,4,0.9915433403805497,0.12648327939590076
500,Image 248,dattatreya temple,99.99991655349731,1,0,470,4,0.9915611814345991,0.1267529665587918
501,Image 1318,palace of the 55 windows,99.99991655349731,1,0,471,4,0.991578947368421,0.12702265372168284
502,Image 2009,shveta bhairava,99.99990463256836,1,0,472,4,0.9915966386554622,0.1272923408845739
503,Image 287,golden gate,99.99990463256836,1,0,473,4,0.9916142557651991,0.12756202804746494
504,Image 948,trailokya mohan,99.99990463256836,1,0,474,4,0.9916317991631799,0.127831715210356
505,Image 134,golden gate,99.99990463256836,1,0,475,4,0.9916492693110647,0.12810140237324702
506,Image 1867,chayasilin mandap,99.99990463256836,0,1,475,5,0.9895833333333334,0.12810140237324702
507,Image 890,bhuvana lakshmeshvara,99.99990463256836,1,0,476,5,0.9896049896049897,0.12837108953613807
508,Image 1577,narayan temple,99.99990463256836,1,0,477,5,0.9896265560165975,0.12864077669902912
509,Image 1900,taleju bell_BDS,99.99990463256836,1,0,478,5,0.989648033126294,0.12891046386192018
510,Image 2047,degu tale temple_KDS,99.99990463256836,1,0,479,5,0.9896694214876033,0.12918015102481123
511,Image 175,gopinath krishna temple,99.99990463256836,1,0,480,5,0.9896907216494846,0.12944983818770225
512,Image 2064,nyatapola temple,99.99990463256836,1,0,481,5,0.9897119341563786,0.1297195253505933
513,Image 666,garud,99.99990463256836,1,0,482,5,0.9897330595482546,0.12998921251348436
514,Image 1087,indrapura,99.99990463256836,1,0,483,5,0.9897540983606558,0.1302588996763754
515,Image 476,kavindrapura sattal,99.99990463256836,1,0,484,5,0.9897750511247444,0.13052858683926646
516,Image 11,lalitpur tower,99.99990463256836,1,0,485,5,0.9897959183673469,0.1307982740021575
517,Image 1894,chayasilin mandap,99.99990463256836,1,0,486,5,0.9898167006109979,0.13106796116504854
518,Image 380,trailokya mohan,99.99990463256836,1,0,487,5,0.9898373983739838,0.1313376483279396
519,Image 980,kavindrapura sattal,99.99990463256836,1,0,488,5,0.9898580121703854,0.13160733549083065
520,Image 363,garud,99.99990463256836,1,0,489,5,0.9898785425101214,0.13187702265372167
521,Image 1608,panchamukhi hanuman,99.99990463256836,1,0,490,5,0.98989898989899,0.13214670981661272
522,Image 650,garud,99.99990463256836,1,0,491,5,0.9899193548387096,0.13241639697950378
523,Image 1218,gopinath krishna temple,99.99990463256836,1,0,492,5,0.9899396378269618,0.13268608414239483
524,Image 1353,nyatapola temple,99.99990463256836,1,0,493,5,0.9899598393574297,0.13295577130528588
525,Image 950,trailokya mohan,99.99990463256836,1,0,494,5,0.9899799599198397,0.1332254584681769
526,Image 1754,dattatreya temple,99.99990463256836,1,0,495,5,0.99,0.13349514563106796
527,Image 713,shiva temple,99.99990463256836,1,0,496,5,0.9900199600798403,0.133764832793959
528,Image 1954,jagannatha temple,99.99990463256836,1,0,497,5,0.9900398406374502,0.13403451995685006
529,Image 1191,gopinath krishna temple,99.99990463256836,1,0,498,5,0.9900596421471173,0.1343042071197411
530,Image 883,bhuvana lakshmeshvara,99.99990463256836,1,0,499,5,0.9900793650793651,0.13457389428263214
