,Image,Detection,Confidence,TP,FP,TN,Acc TP,Acc FP,Acc TN,Recall,Specificity,FPR
234,Image734,shiva temple,99.99997615814209,1,0,1,223,12,303,0.06014023732470335,0.9619047619047619,0.03809523809523807
235,Image1431,garud,99.99997615814209,1,0,1,224,12,304,0.06040992448759439,0.9620253164556962,0.03797468354430378
236,Image1605,kirtipur tower,99.99997615814209,1,0,1,225,12,305,0.06067961165048544,0.9621451104100947,0.03785488958990535
237,Image1390,lalitpur tower,99.99997615814209,1,0,1,226,12,306,0.06094929881337648,0.9622641509433962,0.037735849056603765
238,Image707,shveta bhairava,99.99997615814209,1,0,1,227,12,307,0.06121898597626753,0.9623824451410659,0.037617554858934144
239,Image755,bhuvana lakshmeshvara,99.99997615814209,1,0,1,228,12,308,0.061488673139158574,0.9625,0.03749999999999998
240,Image1563,garud,99.99997615814209,1,0,1,229,12,309,0.06175836030204962,0.9626168224299065,0.03738317757009346
241,Image773,shiva temple,99.99997615814209,1,0,0,230,12,309,0.06202804746494067,0.9626168224299065,0.03738317757009346
242,Image1653,kirtipur tower,99.99997615814209,1,0,1,231,12,310,0.06229773462783172,0.9627329192546584,0.037267080745341574
243,Image469,kavindrapura sattal,99.99997615814209,1,0,0,232,12,310,0.06256742179072276,0.9627329192546584,0.037267080745341574
244,Image420,simha sattal,99.99997615814209,0,1,0,232,13,310,0.06256742179072276,0.9597523219814241,0.04024767801857587
245,Image809,taleju bell_KDS,99.99997615814209,1,0,0,233,13,310,0.0628371089536138,0.9597523219814241,0.04024767801857587
246,Image556,shveta bhairava,99.99997615814209,1,0,0,234,13,310,0.06310679611650485,0.9597523219814241,0.04024767801857587
247,Image1329,bhairavnath temple,99.99997615814209,1,0,0,235,13,310,0.0633764832793959,0.9597523219814241,0.04024767801857587
248,Image816,taleju bell_KDS,99.99997615814209,1,0,0,236,13,310,0.06364617044228695,0.9597523219814241,0.04024767801857587
249,Image694,taleju bell_KDS,99.99997615814209,1,0,0,237,13,310,0.063915857605178,0.9597523219814241,0.04024767801857587
250,Image828,shveta bhairava,99.99997615814209,1,0,0,238,13,310,0.06418554476806904,0.9597523219814241,0.04024767801857587
251,Image1316,national gallery,99.99997615814209,1,0,5,239,13,315,0.06445523193096009,0.9603658536585366,0.03963414634146345
252,Image1556,garud,99.99997615814209,1,0,1,240,13,316,0.06472491909385113,0.9604863221884499,0.03951367781155013
253,Image665,bhimeleshvara,99.99997615814209,1,0,1,241,13,317,0.06499460625674218,0.9606060606060606,0.039393939393939426
254,Image391,bhimeleshvara,99.99997615814209,1,0,1,242,13,318,0.06526429341963323,0.9607250755287009,0.0392749244712991
255,Image1661,basantapur tower,99.99997615814209,1,0,2,243,13,320,0.06553398058252427,0.960960960960961,0.03903903903903905
256,Image1584,vishnu temple,99.99997615814209,0,1,0,243,14,320,0.06553398058252427,0.9580838323353293,0.041916167664670656
257,Image1078,indrapura,99.99997615814209,1,0,2,244,14,322,0.06580366774541532,0.9583333333333334,0.04166666666666663
258,Image1062,bhuvana lakshmeshvara,99.99997615814209,1,0,1,245,14,323,0.06607335490830636,0.9584569732937686,0.041543026706231445
259,Image1101,hanuman idol,99.99997615814209,1,0,0,246,14,323,0.06634304207119741,0.9584569732937686,0.041543026706231445
260,Image1002,kasthamandap,99.99997615814209,1,0,1,247,14,324,0.06661272923408845,0.9585798816568047,0.041420118343195256
261,Image84,jagannatha temple,99.99997615814209,1,0,1,248,14,325,0.0668824163969795,0.9587020648967551,0.041297935103244865
262,Image1972,bhimsen temple,99.99997615814209,1,0,0,249,14,325,0.06715210355987054,0.9587020648967551,0.041297935103244865
263,Image984,kavindrapura sattal,99.99997615814209,1,0,1,250,14,326,0.0674217907227616,0.9588235294117647,0.04117647058823526
264,Image1969,chasin dega,99.99997615814209,1,0,0,251,14,326,0.06769147788565265,0.9588235294117647,0.04117647058823526
265,Image1195,kedamatha tirtha,99.99997615814209,1,0,1,252,14,327,0.06796116504854369,0.9589442815249267,0.04105571847507328
266,Image51,kala-bhairava,99.99997615814209,0,1,0,252,15,327,0.06796116504854369,0.956140350877193,0.04385964912280704
267,Image25,jagannatha temple,99.99997615814209,1,0,3,253,15,330,0.06823085221143474,0.9565217391304348,0.04347826086956519
268,Image44,panchamukhi hanuman,99.99997615814209,0,1,0,253,16,330,0.06823085221143474,0.953757225433526,0.046242774566473965
269,Image1196,kedamatha tirtha,99.99997615814209,1,0,1,254,16,331,0.06850053937432578,0.9538904899135446,0.04610951008645536
270,Image1159,palace of the 55 windows,99.99997615814209,1,0,3,255,16,334,0.06877022653721683,0.9542857142857143,0.04571428571428571
271,Image1076,indrapura,99.99997615814209,1,0,2,256,16,336,0.06903991370010787,0.9545454545454546,0.045454545454545414
272,Image1085,indrapura,99.99997615814209,1,0,3,257,16,339,0.06930960086299892,0.9549295774647887,0.04507042253521132
273,Image2084,jagannatha temple,99.99997615814209,1,0,0,258,16,339,0.06957928802588997,0.9549295774647887,0.04507042253521132
274,Image1122,jagannatha temple,99.99997615814209,1,0,2,259,16,341,0.06984897518878101,0.9551820728291317,0.0448179271708683
275,Image1156,palace of the 55 windows,99.99997615814209,1,0,2,260,16,343,0.07011866235167206,0.9554317548746518,0.04456824512534818
276,Image1159,national gallery,99.99997615814209,1,0,3,261,16,346,0.0703883495145631,0.9558011049723757,0.04419889502762431
277,Image2087,degu tale temple_KDS,99.99997615814209,1,0,2,262,16,348,0.07065803667745416,0.9560439560439561,0.04395604395604391
278,Image33,degu tale temple_KDS,99.99997615814209,1,0,1,263,16,349,0.0709277238403452,0.9561643835616438,0.043835616438356206
279,Image976,kasthamandap,99.99997615814209,1,0,1,264,16,350,0.07119741100323625,0.9562841530054644,0.04371584699453557
280,Image1063,indrapura,99.99996423721313,1,0,2,265,16,352,0.0714670981661273,0.9565217391304348,0.04347826086956519
281,Image1593,kala-bhairava,99.99996423721313,1,0,3,266,16,355,0.07173678532901834,0.9568733153638814,0.04312668463611857
282,Image1658,kirtipur tower,99.99996423721313,1,0,1,267,16,356,0.07200647249190939,0.956989247311828,0.043010752688172005
283,Image665,garud,99.99996423721313,1,0,1,268,16,357,0.07227615965480043,0.9571045576407506,0.04289544235924936
284,Image1482,trailokya mohan,99.99996423721313,1,0,2,269,16,359,0.07254584681769148,0.9573333333333334,0.04266666666666663
285,Image1064,indrapura,99.99996423721313,1,0,1,270,16,360,0.07281553398058252,0.9574468085106383,0.04255319148936165
286,Image1668,bhaktapur tower,99.99996423721313,1,0,1,271,16,361,0.07308522114347357,0.9575596816976127,0.04244031830238726
287,Image1067,taleju temple,99.99996423721313,1,0,2,272,16,363,0.07335490830636461,0.9577836411609498,0.04221635883905017
288,Image1875,vastala temple,99.99996423721313,1,0,3,273,16,366,0.07362459546925566,0.9581151832460733,0.041884816753926746
289,Image1876,palace of the 55 windows,99.99996423721313,1,0,4,274,16,370,0.07389428263214672,0.9585492227979274,0.041450777202072575
290,Image644,gaddi durbar,99.99996423721313,1,0,2,275,16,372,0.07416396979503775,0.9587628865979382,0.04123711340206182
291,Image911,lalitpur tower,99.99996423721313,1,0,1,276,16,373,0.0744336569579288,0.9588688946015425,0.041131105398457546
292,Image34,degu tale temple_KDS,99.99996423721313,1,0,1,277,16,374,0.07470334412081985,0.958974358974359,0.04102564102564099
293,Image59,degu tale temple_KDS,99.99996423721313,1,0,2,278,16,376,0.0749730312837109,0.9591836734693877,0.04081632653061229
294,Image701,chasin dega,99.99996423721313,1,0,0,279,16,376,0.07524271844660194,0.9591836734693877,0.04081632653061229
295,Image1999,bhairavnath temple,99.99996423721313,1,0,0,280,16,376,0.07551240560949299,0.9591836734693877,0.04081632653061229
296,Image1027,kumari ghar,99.99996423721313,1,0,1,281,16,377,0.07578209277238404,0.9592875318066157,0.040712468193384255
297,Image104,vastala temple,99.99996423721313,1,0,1,282,16,378,0.07605177993527508,0.9593908629441624,0.040609137055837574
298,Image1376,trailokya mohan,99.99996423721313,1,0,1,283,16,379,0.07632146709816613,0.959493670886076,0.040506329113924044
299,Image106,palace of the 55 windows,99.99996423721313,1,0,3,284,16,382,0.07659115426105717,0.9597989949748744,0.04020100502512558
300,Image1836,indrapura,99.99996423721313,1,0,1,285,16,383,0.07686084142394822,0.9598997493734336,0.040100250626566414
301,Image1804,bhairavnath temple,99.99996423721313,1,0,0,286,16,383,0.07713052858683926,0.9598997493734336,0.040100250626566414
302,Image758,jagannatha temple,99.99996423721313,1,0,1,287,16,384,0.07740021574973031,0.96,0.040000000000000036
303,Image1197,gopinath krishna temple,99.99996423721313,1,0,1,288,16,385,0.07766990291262135,0.9600997506234414,0.03990024937655856
304,Image744,bhuvana lakshmeshvara,99.99996423721313,1,0,1,289,16,386,0.0779395900755124,0.9601990049751243,0.03980099502487566
305,Image1407,kumari ghar,99.99996423721313,1,0,0,290,16,386,0.07820927723840346,0.9601990049751243,0.03980099502487566
306,Image1411,gaddi durbar,99.99996423721313,1,0,0,291,16,386,0.0784789644012945,0.9601990049751243,0.03980099502487566
307,Image1206,gopinath krishna temple,99.99996423721313,1,0,1,292,16,387,0.07874865156418555,0.9602977667493796,0.03970223325062039
308,Image1318,national gallery,99.99996423721313,1,0,3,293,16,390,0.07901833872707659,0.9605911330049262,0.039408866995073843
309,Image680,bhimeleshvara,99.99996423721313,1,0,2,294,16,392,0.07928802588996764,0.9607843137254902,0.039215686274509776
310,Image423,shiva temple,99.99996423721313,1,0,0,295,16,392,0.07955771305285868,0.9607843137254902,0.039215686274509776
311,Image1419,kirtipur tower,99.99996423721313,1,0,1,296,16,393,0.07982740021574973,0.960880195599022,0.03911980440097795
312,Image1424,gaddi durbar,99.99996423721313,1,0,0,297,16,393,0.08009708737864078,0.960880195599022,0.03911980440097795
313,Image717,shiva temple,99.99996423721313,1,0,0,298,16,393,0.08036677454153182,0.960880195599022,0.03911980440097795
314,Image266,mahadev temple,99.99996423721313,1,0,2,299,16,395,0.08063646170442287,0.9610705596107056,0.038929440389294356
315,Image704,simha sattal,99.99996423721313,1,0,1,300,16,396,0.08090614886731391,0.9611650485436893,0.03883495145631066
316,Image703,simha sattal,99.99996423721313,1,0,1,301,16,397,0.08117583603020496,0.9612590799031477,0.03874092009685226
317,Image1529,kala-bhairava,99.99996423721313,1,0,2,302,16,399,0.081445523193096,0.9614457831325302,0.03855421686746985
318,Image68,narayan temple,99.99996423721313,1,0,2,303,16,401,0.08171521035598706,0.9616306954436451,0.0383693045563549
319,Image1994,bhuvana lakshmeshvara,99.99996423721313,1,0,0,304,16,401,0.08198489751887811,0.9616306954436451,0.0383693045563549
320,Image1861,kedamatha tirtha,99.99996423721313,1,0,1,305,16,402,0.08225458468176915,0.9617224880382775,0.038277511961722466
321,Image1191,kedamatha tirtha,99.99996423721313,1,0,1,306,16,403,0.0825242718446602,0.9618138424821002,0.03818615751789978
322,Image791,simha sattal,99.99996423721313,1,0,0,307,16,403,0.08279395900755124,0.9618138424821002,0.03818615751789978
323,Image917,bhaktapur tower,99.99996423721313,0,1,0,307,17,403,0.08279395900755124,0.9595238095238096,0.04047619047619044
324,Image141,bhairavnath temple,99.99996423721313,1,0,0,308,17,403,0.08306364617044229,0.9595238095238096,0.04047619047619044
325,Image1086,degu tale temple_KDS,99.99996423721313,1,0,3,309,17,406,0.08333333333333333,0.9598108747044918,0.04018912529550822
326,Image569,hanuman idol,99.99996423721313,1,0,0,310,17,406,0.08360302049622438,0.9598108747044918,0.04018912529550822
327,Image561,chasin dega,99.99996423721313,1,0,0,311,17,406,0.08387270765911542,0.9598108747044918,0.04018912529550822
328,Image970,kasthamandap,99.99996423721313,1,0,1,312,17,407,0.08414239482200647,0.9599056603773585,0.04009433962264153
329,Image974,kasthamandap,99.99996423721313,1,0,1,313,17,408,0.08441208198489752,0.96,0.040000000000000036
330,Image932,lalitpur tower,99.99996423721313,1,0,2,314,17,410,0.08468176914778856,0.9601873536299765,0.03981264637002346
331,Image555,shveta bhairava,99.99996423721313,1,0,0,315,17,410,0.08495145631067962,0.9601873536299765,0.03981264637002346
332,Image587,hanuman idol,99.99996423721313,1,0,0,316,17,410,0.08522114347357065,0.9601873536299765,0.03981264637002346
333,Image1136,trailokya mohan,99.99996423721313,1,0,1,317,17,411,0.0854908306364617,0.9602803738317757,0.03971962616822433
334,Image1134,degu tale temple_KDS,99.99996423721313,1,0,1,318,17,412,0.08576051779935275,0.9603729603729604,0.03962703962703962
335,Image937,bhaktapur tower,99.99996423721313,1,0,2,319,17,414,0.0860302049622438,0.9605568445475638,0.03944315545243615
336,Image26,kumari ghar,99.99996423721313,1,0,2,320,17,416,0.08629989212513485,0.9607390300230947,0.03926096997690531
337,Image1078,bhuvana lakshmeshvara,99.99996423721313,1,0,2,321,17,418,0.08656957928802589,0.960919540229885,0.039080459770114984
338,Image513,taleju bell_KDS,99.99996423721313,1,0,0,322,17,418,0.08683926645091694,0.960919540229885,0.039080459770114984
339,Image1084,indrapura,99.99996423721313,1,0,3,323,17,421,0.08710895361380798,0.9611872146118722,0.038812785388127824
340,Image1086,narayan temple,99.99996423721313,1,0,3,324,17,424,0.08737864077669903,0.9614512471655329,0.038548752834467126
341,Image325,gopinath krishna temple,99.99996423721313,1,0,2,325,17,426,0.08764832793959007,0.9616252821670429,0.038374717832957095
342,Image943,lalitpur tower,99.99996423721313,1,0,1,326,17,427,0.08791801510248112,0.9617117117117117,0.03828828828828834
343,Image166,basantapur tower,99.99996423721313,1,0,1,327,17,428,0.08818770226537216,0.9617977528089887,0.038202247191011285
344,Image1600,kirtipur tower,99.99996423721313,1,0,1,328,17,429,0.08845738942826321,0.9618834080717489,0.03811659192825112
345,Image498,bhagavati temple,99.99996423721313,1,0,0,329,17,429,0.08872707659115427,0.9618834080717489,0.03811659192825112
346,Image1540,bhuvana lakshmeshvara,99.99996423721313,0,1,0,329,18,429,0.08872707659115427,0.959731543624161,0.04026845637583898
347,Image1940,nyatapola temple,99.99996423721313,1,0,1,330,18,430,0.0889967637540453,0.9598214285714286,0.0401785714285714
348,Image851,hanuman idol,99.99995231628418,1,0,0,331,18,430,0.08926645091693636,0.9598214285714286,0.0401785714285714
349,Image1582,chasin dega,99.99995231628418,1,0,0,332,18,430,0.0895361380798274,0.9598214285714286,0.0401785714285714
350,Image20,gaddi durbar,99.99995231628418,1,0,2,333,18,432,0.08980582524271845,0.96,0.040000000000000036
351,Image17,bhuvana lakshmeshvara,99.99995231628418,1,0,2,334,18,434,0.09007551240560949,0.9601769911504425,0.03982300884955747
352,Image424,shiva temple,99.99995231628418,1,0,0,335,18,434,0.09034519956850054,0.9601769911504425,0.03982300884955747
353,Image1815,nyatapola temple,99.99995231628418,1,0,1,336,18,435,0.09061488673139159,0.9602649006622517,0.039735099337748325
354,Image1014,trailokya mohan,99.99995231628418,1,0,1,337,18,436,0.09088457389428263,0.960352422907489,0.03964757709251099
355,Image747,gaddi durbar,99.99995231628418,1,0,1,338,18,437,0.09115426105717368,0.9604395604395605,0.03956043956043953
356,Image12,lalitpur tower,99.99995231628418,1,0,1,339,18,438,0.09142394822006472,0.9605263157894737,0.03947368421052633
357,Image1208,gopinath krishna temple,99.99995231628418,1,0,1,340,18,439,0.09169363538295577,0.9606126914660832,0.03938730853391681
358,Image1018,gaddi durbar,99.99995231628418,1,0,1,341,18,440,0.09196332254584681,0.9606986899563319,0.0393013100436681
359,Image1591,jagannatha temple,99.99995231628418,1,0,3,342,18,443,0.09223300970873786,0.9609544468546638,0.0390455531453362
360,Image468,kavindrapura sattal,99.99995231628418,1,0,0,343,18,443,0.09250269687162892,0.9609544468546638,0.0390455531453362
361,Image822,chasin dega,99.99995231628418,1,0,0,344,18,443,0.09277238403451996,0.9609544468546638,0.0390455531453362
362,Image526,chasin dega,99.99995231628418,1,0,0,345,18,443,0.09304207119741101,0.9609544468546638,0.0390455531453362
363,Image471,kavindrapura sattal,99.99995231628418,1,0,0,346,18,443,0.09331175836030205,0.9609544468546638,0.0390455531453362
364,Image1118,taleju temple,99.99995231628418,1,0,0,347,18,443,0.0935814455231931,0.9609544468546638,0.0390455531453362
365,Image553,shveta bhairava,99.99995231628418,1,0,0,348,18,443,0.09385113268608414,0.9609544468546638,0.0390455531453362
366,Image702,jagannatha temple,99.99995231628418,0,1,0,348,19,443,0.09385113268608414,0.9588744588744589,0.04112554112554112
367,Image1043,jagannatha temple,99.99995231628418,1,0,3,349,19,446,0.09412081984897519,0.9591397849462365,0.04086021505376347
368,Image25,kala-bhairava,99.99995231628418,1,0,3,350,19,449,0.09439050701186623,0.9594017094017094,0.040598290598290565
369,Image978,kasthamandap,99.99995231628418,1,0,1,351,19,450,0.09466019417475728,0.9594882729211087,0.04051172707889128
370,Image651,bhimeleshvara,99.99995231628418,1,0,2,352,19,452,0.09492988133764833,0.9596602972399151,0.04033970276008492
371,Image2025,taleju bell_KDS,99.99995231628418,1,0,0,353,19,452,0.09519956850053937,0.9596602972399151,0.04033970276008492
372,Image1647,bhaktapur tower,99.99995231628418,1,0,2,354,19,454,0.09546925566343042,0.959830866807611,0.04016913319238902
373,Image1627,kirtipur tower,99.99995231628418,1,0,1,355,19,455,0.09573894282632146,0.959915611814346,0.04008438818565396
374,Image2047,shveta bhairava,99.99995231628418,1,0,1,356,19,456,0.09600862998921252,0.96,0.040000000000000036
375,Image1065,bhuvana lakshmeshvara,99.99995231628418,1,0,3,357,19,459,0.09627831715210355,0.9602510460251046,0.03974895397489542
376,Image929,bhaktapur tower,99.99995231628418,1,0,3,358,19,462,0.0965480043149946,0.9604989604989606,0.03950103950103945
377,Image1477,kala-bhairava,99.99995231628418,1,0,2,359,19,464,0.09681769147788566,0.9606625258799172,0.039337474120082816
378,Image592,narayan temple,99.99995231628418,1,0,0,360,19,464,0.0970873786407767,0.9606625258799172,0.039337474120082816
379,Image1623,kirtipur tower,99.99995231628418,1,0,1,361,19,465,0.09735706580366775,0.9607438016528925,0.039256198347107474
380,Image1163,gopinath krishna temple,99.99995231628418,1,0,2,362,19,467,0.09762675296655879,0.9609053497942387,0.039094650205761305
